시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
서울특별시 관악구 신림동,25.67,월세,202103,"1,000",82
서울특별시 관악구 신림동,33,월세,202111,"1,000",82
서울특별시 관악구 신림동,40,월세,202010,"1,500",82
서울특별시 관악구 신림동,22.55,월세,201606,"2,000",82
서울특별시 관악구 신림동,29.96,월세,202002,"2,000",82
서울특별시 관악구 신림동,39.33,월세,201605,"3,000",82
서울특별시 관악구 신림동,53.32,월세,201809,"3,000",82
서울특별시 관악구 신림동,31,월세,202111,"3,700",82
서울특별시 관악구 신림동,39.8,월세,202112,"3,700",82
서울특별시 관악구 신림동,60.77,월세,202112,"5,000",82
서울특별시 관악구 신림동,24.43,월세,201902,"1,500",82
서울특별시 관악구 신림동,28.5,월세,201907,"3,000",82
서울특별시 관악구 신림동,28.5,월세,202007,"3,000",82
서울특별시 관악구 신림동,27.83,월세,202109,"3,000",82
서울특별시 관악구 신림동,27.64,월세,202011,"1,000",81
서울특별시 관악구 신림동,110.5,월세,201710,100,80
서울특별시 관악구 신림동,43.85,월세,202010,100,80
서울특별시 관악구 신림동,35,월세,201607,200,80
서울특별시 관악구 신림동,125.8,월세,202009,300,80
서울특별시 관악구 신림동,43.2,월세,201603,500,80
서울특별시 관악구 신림동,30,월세,201605,500,80
서울특별시 관악구 신림동,40.28,월세,201805,500,80
서울특별시 관악구 신림동,35.7,월세,201810,500,80
서울특별시 관악구 신림동,52.16,월세,201902,500,80
서울특별시 관악구 신림동,44.16,월세,201909,500,80
서울특별시 관악구 신림동,42.48,월세,201909,500,80
서울특별시 관악구 신림동,29,월세,201912,500,80
서울특별시 관악구 신림동,40,월세,202004,500,80
서울특별시 관악구 신림동,33,월세,202107,500,80
서울특별시 관악구 신림동,49,월세,202108,500,80
서울특별시 관악구 신림동,33,월세,202109,500,80
서울특별시 관악구 신림동,39.66,월세,201807,700,80
서울특별시 관악구 신림동,29.7,월세,201808,800,80
서울특별시 관악구 신림동,22.83,월세,201601,"1,000",80
서울특별시 관악구 신림동,27.29,월세,201601,"1,000",80
서울특별시 관악구 신림동,29.34,월세,201602,"1,000",80
서울특별시 관악구 신림동,70.96,월세,201603,"1,000",80
서울특별시 관악구 신림동,41,월세,201606,"1,000",80
서울특별시 관악구 신림동,52.74,월세,201606,"1,000",80
서울특별시 관악구 신림동,43.28,월세,201701,"1,000",80
서울특별시 관악구 신림동,60,월세,201702,"1,000",80
