시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
인천광역시 미추홀구 용현동,49.18,월세,201802,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,201801,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,201812,"1,000",60
인천광역시 미추홀구 용현동,29.9,월세,201805,"1,000",60
인천광역시 미추홀구 용현동,29.9,월세,201805,"1,000",60
인천광역시 미추홀구 용현동,29.9,월세,201807,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,201901,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,201901,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,201903,"1,000",60
인천광역시 미추홀구 용현동,48.61,월세,201908,"1,000",60
인천광역시 미추홀구 용현동,48.61,월세,201912,"1,000",60
인천광역시 미추홀구 용현동,29.9,월세,201902,"1,000",60
인천광역시 미추홀구 용현동,38.78,월세,202005,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,202001,"1,000",60
인천광역시 미추홀구 용현동,48.61,월세,202002,"1,000",60
인천광역시 미추홀구 용현동,48.61,월세,202002,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,202007,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,202012,"1,000",60
인천광역시 미추홀구 용현동,28.49,월세,202004,"1,000",60
인천광역시 미추홀구 용현동,48.61,월세,202101,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,202107,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,202112,"1,000",60
인천광역시 미추홀구 용현동,28.49,월세,202102,"1,000",60
인천광역시 미추홀구 용현동,38.39,월세,202108,"1,000",60
인천광역시 미추홀구 용현동,38.39,월세,202109,"1,000",60
인천광역시 미추홀구 용현동,63.72,월세,201801,"1,500",60
인천광역시 미추홀구 용현동,81,월세,201605,"2,000",60
인천광역시 미추홀구 용현동,59.7,월세,201702,"2,000",60
인천광역시 미추홀구 용현동,59.95,월세,201708,"2,000",60
인천광역시 미추홀구 용현동,59.7,월세,201711,"2,000",60
인천광역시 미추홀구 용현동,66.94,월세,201712,"2,000",60
인천광역시 미추홀구 용현동,29.9,월세,201712,"2,000",60
인천광역시 미추홀구 용현동,66.94,월세,201806,"2,000",60
인천광역시 미추홀구 용현동,58.65,월세,202002,"2,000",60
인천광역시 미추홀구 용현동,71.18,월세,202002,"2,000",60
인천광역시 미추홀구 용현동,72.96,월세,202003,"3,000",60
인천광역시 미추홀구 용현동,53.39,월세,202108,"4,000",60
인천광역시 미추홀구 용현동,136.46,월세,201605,"5,000",60
인천광역시 미추홀구 용현동,57.27,월세,201808,500,58
인천광역시 미추홀구 용현동,33.04,월세,202203,500,58
인천광역시 미추홀구 용현동,29.75,월세,202202,500,58
인천광역시 미추홀구 용현동,56,월세,201911,500,58
인천광역시 미추홀구 용현동,56.71,월세,202110,"1,000",58
인천광역시 미추홀구 용현동,83.22,월세,201601,"1,000",58
인천광역시 미추홀구 용현동,73.655,월세,201908,"2,000",58
인천광역시 미추홀구 용현동,28.49,월세,202006,500,58
인천광역시 미추홀구 용현동,28.49,월세,202105,500,58
인천광역시 미추홀구 용현동,49.18,월세,201612,"1,000",58
인천광역시 미추홀구 용현동,55.26,월세,201908,"1,000",57
인천광역시 미추홀구 용현동,57.803,월세,201710,"1,000",57
인천광역시 미추홀구 용현동,75.395,월세,201609,"2,000",57
인천광역시 미추홀구 용현동,65.08,월세,202002,500,57
